
{time(millis):17499;temperature(*C):18.75;pressure(hPa):970.14;altitude(m):365.30;IMU(deg) X:298.38;Y:48.06;Z:-68.00;}
{time(millis):17627;temperature(*C):18.75;pressure(hPa):970.12;altitude(m):365.47;IMU(deg) X:298.00;Y:48.06;Z:-68.50;}
{time(millis):17748;temperature(*C):18.75;pressure(hPa):970.07;altitude(m):365.84;IMU(deg) X:297.50;Y:48.06;Z:-68.87;}
{time(millis):17873;temperature(*C):18.75;pressure(hPa):970.04;altitude(m):366.10;IMU(deg) X:296.81;Y:47.88;Z:-68.62;}
{time(millis):17998;temperature(*C):18.75;pressure(hPa):970.06;altitude(m):365.97;IMU(deg) X:296.19;Y:48.06;Z:-68.44;}
{time(millis):18123;temperature(*C):18.75;pressure(hPa):970.06;altitude(m):365.95;IMU(deg) X:295.81;Y:47.75;Z:-68.56;}
{time(millis):18248;temperature(*C):18.75;pressure(hPa):970.06;altitude(m):365.95;IMU(deg) X:295.44;Y:47.69;Z:-68.87;}
{time(millis):18373;temperature(*C):18.75;pressure(hPa):970.05;altitude(m):366.08;IMU(deg) X:294.88;Y:47.50;Z:-68.75;}
{time(millis):18497;temperature(*C):18.75;pressure(hPa):970.07;altitude(m):365.91;IMU(deg) X:294.44;Y:47.38;Z:-68.69;}
{time(millis):18622;temperature(*C):18.75;pressure(hPa):970.06;altitude(m):365.97;IMU(deg) X:293.75;Y:47.38;Z:-68.12;}
{time(millis):18747;temperature(*C):18.75;pressure(hPa):970.08;altitude(m):365.79;IMU(deg) X:293.31;Y:47.19;Z:-67.94;}
{time(millis):18872;temperature(*C):18.76;pressure(hPa):970.08;altitude(m):365.82;IMU(deg) X:292.94;Y:46.81;Z:-67.56;}
{time(millis):18997;temperature(*C):18.76;pressure(hPa):970.05;altitude(m):366.08;IMU(deg) X:292.00;Y:46.88;Z:-66.50;}
{time(millis):19122;temperature(*C):18.76;pressure(hPa):970.01;altitude(m):366.36;IMU(deg) X:291.44;Y:46.75;Z:-66.06;}
{time(millis):19247;temperature(*C):18.76;pressure(hPa):969.99;altitude(m):366.55;IMU(deg) X:290.75;Y:46.81;Z:-65.94;}
{time(millis):19372;temperature(*C):18.76;pressure(hPa):969.98;altitude(m):366.68;IMU(deg) X:290.06;Y:46.94;Z:-65.75;}
{time(millis):19495;temperature(*C):18.76;pressure(hPa):969.97;altitude(m):366.77;IMU(deg) X:289.38;Y:47.06;Z:-65.12;}
{time(millis):19620;temperature(*C):18.76;pressure(hPa):969.94;altitude(m):366.95;IMU(deg) X:288.63;Y:47.13;Z:-64.62;}
{time(millis):19748;temperature(*C):18.76;pressure(hPa):969.86;altitude(m):367.68;IMU(deg) X:288.44;Y:46.81;Z:-64.81;}
{time(millis):19870;temperature(*C):18.76;pressure(hPa):969.80;altitude(m):368.16;IMU(deg) X:288.19;Y:46.75;Z:-65.37;}
{time(millis):19995;temperature(*C):18.76;pressure(hPa):969.82;altitude(m):368.04;IMU(deg) X:287.94;Y:46.63;Z:-65.87;}
{time(millis):20120;temperature(*C):18.76;pressure(hPa):969.87;altitude(m):367.59;IMU(deg) X:287.63;Y:46.56;Z:-66.31;}
{time(millis):20245;temperature(*C):18.76;pressure(hPa):969.89;altitude(m):367.38;IMU(deg) X:287.19;Y:46.56;Z:-66.50;}
{time(millis):20370;temperature(*C):18.76;pressure(hPa):969.90;altitude(m):367.33;IMU(deg) X:286.56;Y:46.75;Z:-65.94;}
{time(millis):20494;temperature(*C):18.76;pressure(hPa):969.91;altitude(m):367.21;IMU(deg) X:286.06;Y:46.81;Z:-66.06;}
{time(millis):20619;temperature(*C):18.76;pressure(hPa):969.93;altitude(m):367.10;IMU(deg) X:285.25;Y:47.31;Z:-65.94;}
{time(millis):20744;temperature(*C):18.76;pressure(hPa):969.92;altitude(m):367.16;IMU(deg) X:284.75;Y:47.50;Z:-66.44;}
{time(millis):20869;temperature(*C):18.76;pressure(hPa):969.93;altitude(m):367.05;IMU(deg) X:284.44;Y:47.25;Z:-66.37;}
{time(millis):20994;temperature(*C):18.76;pressure(hPa):969.94;altitude(m):366.96;IMU(deg) X:284.13;Y:47.00;Z:-66.25;}
{time(millis):21118;temperature(*C):18.76;pressure(hPa):969.92;altitude(m):367.17;IMU(deg) X:283.56;Y:46.75;Z:-65.87;}
