sample,timestamp_ms,altitude_ft,phase,motor_pos,heading_error_deg,p_term,i_term,loiter_step
0,0,0.00,6,0.5000,0.00,0.000000,0.000000,0
1,10,0.00,6,0.5030,0.30,0.002700,0.000300,0
2,20,0.00,6,0.5063,0.60,0.005400,0.000900,0
3,30,0.00,6,0.5099,0.90,0.008099,0.001800,0
4,40,0.00,6,0.5138,1.20,0.010797,0.002999,0
5,50,0.00,6,0.5180,1.50,0.013494,0.004499,0
6,60,0.00,6,0.5225,1.80,0.016190,0.006298,0
7,70,0.00,6,0.5273,2.10,0.018885,0.008396,0
8,80,0.00,6,0.5324,2.40,0.021577,0.010794,0
9,90,0.00,6,0.5378,2.70,0.024267,0.013490,0
10,100,0.00,6,0.5434,3.00,0.026955,0.016485,0
11,110,0.00,6,0.5494,3.29,0.029640,0.019778,0
12,120,0.00,6,0.5557,3.59,0.032322,0.023370,0
13,130,0.00,6,0.5623,3.89,0.035001,0.027259,0
14,140,0.00,6,0.5691,4.19,0.037677,0.031445,0
15,150,0.00,6,0.5763,4.48,0.040348,0.035928,0
16,160,0.00,6,0.5837,4.78,0.043016,0.040708,0
17,170,0.00,6,0.5915,5.08,0.045679,0.045783,0
18,180,0.00,6,0.5995,5.37,0.048338,0.051154,0
19,190,0.00,6,0.6078,5.67,0.050992,0.056820,0
20,200,0.00,6,0.6164,5.96,0.053641,0.062780,0
21,210,0.00,6,0.6253,6.25,0.056284,0.069034,0
22,220,0.00,6,0.6345,6.55,0.058922,0.075581,0
23,230,0.00,6,0.6440,6.84,0.061554,0.082420,0
24,240,0.00,6,0.6537,7.13,0.064180,0.089551,0
25,250,0.00,6,0.6638,7.42,0.066799,0.096973,0
26,260,0.00,6,0.6741,7.71,0.069412,0.104685,0
27,270,0.00,6,0.6847,8.00,0.072017,0.112687,0
28,280,0.00,6,0.6956,8.29,0.074616,0.120978,0
29,290,0.00,6,0.7000,8.58,0.077207,0.129557,0
30,300,0.00,6,0.7000,8.87,0.079790,0.138422,0
31,310,0.00,6,0.7000,9.15,0.082366,0.147574,0
32,320,0.00,6,0.7000,9.44,0.084933,0.157011,0
33,330,0.00,6,0.7000,9.72,0.087492,0.166732,0
34,340,0.00,6,0.7000,10.00,0.090042,0.176737,0
35,350,0.00,6,0.7000,10.29,0.092582,0.187024,0
36,360,0.00,6,0.7000,10.57,0.095114,0.197592,0
37,370,0.00,6,0.7000,10.85,0.097636,0.208441,0
38,380,0.00,6,0.7000,11.13,0.100149,0.219568,0
39,390,0.00,6,0.7000,11.41,0.102651,0.230974,0
40,400,0.00,6,0.7000,11.68,0.105143,0.242656,0
41,410,0.00,6,0.7000,11.96,0.107625,0.254615,0
42,420,0.00,6,0.7000,12.23,0.110095,0.266847,0
43,430,0.00,6,0.7000,12.51,0.112555,0.279354,0
44,440,0.00,6,0.7000,12.78,0.115004,0.292132,0
45,450,0.00,6,0.7000,13.05,0.117441,0.305181,0
46,460,0.00,6,0.7000,13.32,0.119866,0.318499,0
47,470,0.00,6,0.7000,13.59,0.122279,0.332086,0
48,480,0.00,6,0.7000,13.85,0.124680,0.345939,0
49,490,0.00,6,0.7000,14.12,0.127069,0.360058,0
50,500,0.00,6,0.7000,14.38,0.129445,0.374441,0
51,510,0.00,6,0.7000,14.65,0.131808,0.389086,0
52,520,0.00,6,0.7000,14.91,0.134158,0.403992,0
53,530,0.00,6,0.7000,15.17,0.136494,0.419158,0
54,540,0.00,6,0.7000,15.42,0.138817,0.434583,0
55,550,0.00,6,0.7000,15.68,0.141126,0.450263,0
56,560,0.00,6,0.7000,15.94,0.143420,0.466199,0
57,570,0.00,6,0.7000,16.19,0.145701,0.482388,0
58,580,0.00,6,0.7000,16.44,0.147966,0.498828,0
59,590,0.00,6,0.7000,16.69,0.150217,0.515519,0
60,600,0.00,6,0.7000,16.94,0.152453,0.532458,0
61,610,0.00,6,0.7000,17.19,0.154674,0.549645,0
62,620,0.00,6,0.7000,17.43,0.156879,0.567076,0
63,630,0.00,6,0.7000,17.67,0.159069,0.584750,0
64,640,0.00,6,0.7000,17.92,0.161243,0.602666,0
65,650,0.00,6,0.7000,18.16,0.163400,0.620821,0
66,660,0.00,6,0.7000,18.39,0.165542,0.639215,0
67,670,0.00,6,0.7000,18.63,0.167666,0.657844,0
68,680,0.00,6,0.7000,18.86,0.169774,0.676708,0
69,690,0.00,6,0.7000,19.10,0.171865,0.695804,0
70,700,0.00,6,0.7000,19.33,0.173939,0.715131,0
71,710,0.00,6,0.7000,19.56,0.175995,0.734686,0
72,720,0.00,6,0.7000,19.78,0.178034,0.754467,0
73,730,0.00,6,0.7000,20.01,0.180055,0.774473,0
74,740,0.00,6,0.7000,20.23,0.182058,0.794702,0
75,750,0.00,6,0.7000,20.45,0.184042,0.815151,0
76,760,0.00,6,0.7000,20.67,0.186009,0.835819,0
77,770,0.00,6,0.7000,20.88,0.187956,0.856703,0
78,780,0.00,6,0.7000,21.10,0.189885,0.877801,0
79,790,0.00,6,0.7000,21.31,0.191795,0.899112,0
80,800,0.00,6,0.7000,21.52,0.193686,0.920633,0
81,810,0.00,6,0.7000,21.73,0.195558,0.942361,0
82,820,0.00,6,0.7000,21.93,0.197409,0.964296,0
83,830,0.00,6,0.7000,22.14,0.199241,0.986434,0
84,840,0.00,6,0.7000,22.34,0.201054,1.008773,0
85,850,0.00,6,0.7000,22.54,0.202846,1.031311,0
86,860,0.00,6,0.7000,22.74,0.204617,1.054047,0
87,870,0.00,6,0.7000,22.93,0.206369,1.076977,0
88,880,0.00,6,0.7000,23.12,0.208099,1.100099,0
89,890,0.00,6,0.7000,23.31,0.209809,1.123411,0
90,900,0.00,6,0.7000,23.50,0.211498,1.146911,0
91,910,0.00,6,0.7000,23.69,0.213166,1.170596,0
92,920,0.00,6,0.7000,23.87,0.214812,1.194464,0
93,930,0.00,6,0.7000,24.05,0.216437,1.218513,0
94,940,0.00,6,0.7000,24.23,0.218041,1.242739,0
95,950,0.00,6,0.7000,24.40,0.219622,1.267142,0
96,960,0.00,6,0.7000,24.58,0.221182,1.291718,0
97,970,0.00,6,0.7000,24.75,0.222719,1.316464,0
98,980,0.00,6,0.7000,24.91,0.224234,1.341379,0
99,990,0.00,6,0.7000,25.08,0.225727,1.366460,0
100,1000,0.00,6,0.7000,25.24,0.227197,1.391704,0
101,1010,0.00,6,0.7000,25.40,0.228645,1.417109,0
102,1020,0.00,6,0.7000,25.56,0.230069,1.442672,0
103,1030,0.00,6,0.7000,25.72,0.231471,1.468391,0
104,1040,0.00,6,0.7000,25.87,0.232849,1.494263,0
105,1050,0.00,6,0.7000,26.02,0.234204,1.520286,0
106,1060,0.00,6,0.7000,26.17,0.235536,1.546456,0
107,1070,0.00,6,0.7000,26.32,0.236844,1.572773,0
108,1080,0.00,6,0.7000,26.46,0.238129,1.599231,0
109,1090,0.00,6,0.7000,26.60,0.239389,1.625830,0
110,1100,0.00,6,0.7000,26.74,0.240626,1.652566,0
111,1110,0.00,6,0.7000,26.87,0.241839,1.679437,0
112,1120,0.00,6,0.7000,27.00,0.243027,1.706440,0
113,1130,0.00,6,0.7000,27.13,0.244191,1.733573,0
114,1140,0.00,6,0.7000,27.26,0.245331,1.760832,0
115,1150,0.00,6,0.7000,27.38,0.246446,1.788215,0
116,1160,0.00,6,0.7000,27.50,0.247537,1.815719,0
117,1170,0.00,6,0.7000,27.62,0.248603,1.843341,0
118,1180,0.00,6,0.7000,27.74,0.249644,1.871079,0
119,1190,0.00,6,0.7000,27.85,0.250660,1.898931,0
120,1200,0.00,6,0.7000,27.96,0.251651,1.926892,0
121,1210,0.00,6,0.7000,28.07,0.252616,1.954960,0
122,1220,0.00,6,0.7000,28.17,0.253557,1.983133,0
123,1230,0.00,6,0.7000,28.27,0.254472,2.011408,0
124,1240,0.00,6,0.7000,28.37,0.255362,2.039781,0
125,1250,0.00,6,0.7000,28.47,0.256226,2.068251,0
126,1260,0.00,6,0.7000,28.56,0.257064,2.096814,0
127,1270,0.00,6,0.7000,28.65,0.257877,2.125467,0
128,1280,0.00,6,0.7000,28.74,0.258664,2.154207,0
129,1290,0.00,6,0.7000,28.83,0.259425,2.183032,0
130,1300,0.00,6,0.7000,28.91,0.260161,2.211939,0
131,1310,0.00,6,0.7000,28.99,0.260870,2.240925,0
132,1320,0.00,6,0.7000,29.06,0.261553,2.269986,0
133,1330,0.00,6,0.7000,29.13,0.262210,2.299121,0
134,1340,0.00,6,0.7000,29.20,0.262841,2.328325,0
135,1350,0.00,6,0.7000,29.27,0.263445,2.357597,0
136,1360,0.00,6,0.7000,29.34,0.264023,2.386933,0
137,1370,0.00,6,0.7000,29.40,0.264575,2.416330,0
138,1380,0.00,6,0.7000,29.46,0.265100,2.445786,0
139,1390,0.00,6,0.7000,29.51,0.265599,2.475297,0
140,1400,0.00,6,0.7000,29.56,0.266071,2.504860,0
141,1410,0.00,6,0.7000,29.61,0.266517,2.534473,0
142,1420,0.00,6,0.7000,29.66,0.266936,2.564133,0
143,1430,0.00,6,0.7000,29.70,0.267328,2.593836,0
144,1440,0.00,6,0.7000,29.74,0.267694,2.623580,0
145,1450,0.00,6,0.7000,29.78,0.268032,2.653361,0
146,1460,0.00,6,0.7000,29.82,0.268344,2.683177,0
147,1470,0.00,6,0.7000,29.85,0.268630,2.713025,0
148,1480,0.00,6,0.7000,29.88,0.268888,2.742901,0
149,1490,0.00,6,0.7000,29.90,0.269119,2.772803,0
150,1500,0.00,6,0.7000,29.92,0.269324,2.802728,0
151,1510,0.00,6,0.7000,29.94,0.269501,2.832673,0
152,1520,0.00,6,0.7000,29.96,0.269652,2.862634,0
153,1530,0.00,6,0.7000,29.98,0.269775,2.892609,0
154,1540,0.00,6,0.7000,29.99,0.269872,2.922595,0
155,1550,0.00,6,0.7000,29.99,0.269942,2.952588,0
156,1560,0.00,6,0.7000,30.00,0.269984,2.982587,0
157,1570,0.00,6,0.7000,30.00,0.270000,3.012587,0
158,1580,0.00,6,0.7000,30.00,0.269989,3.042585,0
159,1590,0.00,6,0.7000,29.99,0.269950,3.072580,0
160,1600,0.00,6,0.7000,29.99,0.269885,3.102567,0
161,1610,0.00,6,0.7000,29.98,0.269793,3.132544,0
162,1620,0.00,6,0.7000,29.96,0.269673,3.162508,0
163,1630,0.00,6,0.7000,29.95,0.269527,3.192455,0
164,1640,0.00,6,0.7000,29.93,0.269354,3.222383,0
165,1650,0.00,6,0.7000,29.91,0.269154,3.252289,0
166,1660,0.00,6,0.7000,29.88,0.268926,3.282170,0
167,1670,0.00,6,0.7000,29.85,0.268672,3.312022,0
168,1680,0.00,6,0.7000,29.82,0.268392,3.341844,0
169,1690,0.00,6,0.7000,29.79,0.268084,3.371631,0
170,1700,0.00,6,0.7000,29.75,0.267749,3.401381,0
171,1710,0.00,6,0.7000,29.71,0.267388,3.431091,0
172,1720,0.00,6,0.7000,29.67,0.267000,3.460757,0
173,1730,0.00,6,0.7000,29.62,0.266586,3.490378,0
174,1740,0.00,6,0.7000,29.57,0.266144,3.519949,0
175,1750,0.00,6,0.7000,29.52,0.265676,3.549469,0
176,1760,0.00,6,0.7000,29.46,0.265182,3.578934,0
177,1770,0.00,6,0.7000,29.41,0.264661,3.608341,0
178,1780,0.00,6,0.7000,29.35,0.264113,3.637686,0
179,1790,0.00,6,0.7000,29.28,0.263539,3.666969,0
180,1800,0.00,6,0.7000,29.22,0.262939,3.696184,0
181,1810,0.00,6,0.7000,29.15,0.262312,3.725330,0
182,1820,0.00,6,0.7000,29.07,0.261659,3.754403,0
183,1830,0.00,6,0.7000,29.00,0.260980,3.783401,0
184,1840,0.00,6,0.7000,28.92,0.260275,3.812320,0
185,1850,0.00,6,0.7000,28.84,0.259544,3.841158,0
186,1860,0.00,6,0.7000,28.75,0.258787,3.869913,0
187,1870,0.00,6,0.7000,28.67,0.258004,3.898580,0
188,1880,0.00,6,0.7000,28.58,0.257196,3.927157,0
189,1890,0.00,6,0.7000,28.48,0.256361,3.955642,0
190,1900,0.00,6,0.7000,28.39,0.255501,3.984031,0
191,1910,0.00,6,0.7000,28.29,0.254615,4.012321,0
192,1920,0.00,6,0.7000,28.19,0.253704,4.040511,0
193,1930,0.00,6,0.7000,28.09,0.252768,4.068596,0
194,1940,0.00,6,0.7000,27.98,0.251806,4.096574,0
195,1950,0.00,6,0.7000,27.87,0.250819,4.124443,0
196,1960,0.00,6,0.7000,27.76,0.249807,4.152199,0
197,1970,0.00,6,0.7000,27.64,0.248770,4.179841,0
198,1980,0.00,6,0.7000,27.52,0.247708,4.207364,0
199,1990,0.00,6,0.7000,27.40,0.246622,4.234766,0
200,2000,0.00,6,0.7000,27.28,0.245510,4.262045,0
201,2010,0.00,6,0.7000,27.15,0.244374,4.289197,0
202,2020,0.00,6,0.7000,27.02,0.243214,4.316221,0
203,2030,0.00,6,0.7000,26.89,0.242030,4.343113,0
204,2040,0.00,6,0.7000,26.76,0.240821,4.369871,0
205,2050,0.00,6,0.7000,26.62,0.239588,4.396492,0
206,2060,0.00,6,0.7000,26.48,0.238331,4.422973,0
207,2070,0.00,6,0.7000,26.34,0.237050,4.449312,0
208,2080,0.00,6,0.7000,26.19,0.235746,4.475506,0
209,2090,0.00,6,0.7000,26.05,0.234418,4.501553,0
210,2100,0.00,6,0.7000,25.90,0.233067,4.527449,0
211,2110,0.00,6,0.7000,25.74,0.231692,4.553192,0
212,2120,0.00,6,0.7000,25.59,0.230294,4.578780,0
213,2130,0.00,6,0.7000,25.43,0.228873,4.604210,0
214,2140,0.00,6,0.7000,25.27,0.227429,4.629480,0
215,2150,0.00,6,0.7000,25.11,0.225963,4.654587,0
216,2160,0.00,6,0.7000,24.94,0.224474,4.679529,0
217,2170,0.00,6,0.7000,24.77,0.222962,4.704302,0
218,2180,0.00,6,0.7000,24.60,0.221428,4.728905,0
219,2190,0.00,6,0.7000,24.43,0.219872,4.753335,0
220,2200,0.00,6,0.7000,24.25,0.218294,4.777590,0
221,2210,0.00,6,0.7000,24.08,0.216694,4.801667,0
222,2220,0.00,6,0.7000,23.90,0.215073,4.825564,0
223,2230,0.00,6,0.7000,23.71,0.213430,4.849279,0
224,2240,0.00,6,0.7000,23.53,0.211765,4.872808,0
225,2250,0.00,6,0.7000,23.34,0.210080,4.896151,0
226,2260,0.00,6,0.7000,23.15,0.208373,4.919303,0
227,2270,0.00,6,0.7000,22.96,0.206646,4.942264,0
228,2280,0.00,6,0.7000,22.77,0.204898,4.965030,0
229,2290,0.00,6,0.7000,22.57,0.203129,4.987600,0
230,2300,0.00,6,0.7000,22.37,0.201340,5.009972,0
231,2310,0.00,6,0.7000,22.17,0.199531,5.032142,0
232,2320,0.00,6,0.7000,21.97,0.197702,5.054109,0
233,2330,0.00,6,0.7000,21.76,0.195854,5.075870,0
234,2340,0.00,6,0.7000,21.55,0.193986,5.097424,0
235,2350,0.00,6,0.7000,21.34,0.192098,5.118768,0
236,2360,0.00,6,0.7000,21.13,0.190191,5.139901,0
237,2370,0.00,6,0.7000,20.92,0.188265,5.160819,0
238,2380,0.00,6,0.7000,20.70,0.186320,5.181521,0
239,2390,0.00,6,0.7000,20.48,0.184357,5.202005,0
240,2400,0.00,6,0.7000,20.26,0.182375,5.222269,0
241,2410,0.00,6,0.7000,20.04,0.180375,5.242311,0
242,2420,0.00,6,0.7000,19.82,0.178357,5.262128,0
243,2430,0.00,6,0.7000,19.59,0.176321,5.281719,0
244,2440,0.00,6,0.7000,19.36,0.174267,5.301082,0
245,2450,0.00,6,0.7000,19.13,0.172196,5.320215,0
246,2460,0.00,6,0.7000,18.90,0.170108,5.339116,0
247,2470,0.00,6,0.7000,18.67,0.168003,5.357783,0
248,2480,0.00,6,0.7000,18.43,0.165881,5.376215,0
249,2490,0.00,6,0.7000,18.19,0.163742,5.394408,0
250,2500,0.00,6,0.7000,17.95,0.161587,5.412363,0
251,2510,0.00,6,0.7000,17.71,0.159416,5.430076,0
252,2520,0.00,6,0.7000,17.47,0.157229,5.447546,0
253,2530,0.00,6,0.7000,17.23,0.155026,5.464771,0
254,2540,0.00,6,0.7000,16.98,0.152808,5.481750,0
255,2550,0.00,6,0.7000,16.73,0.150575,5.498480,0
256,2560,0.00,6,0.7000,16.48,0.148326,5.514960,0
257,2570,0.00,6,0.7000,16.23,0.146063,5.531189,0
258,2580,0.00,6,0.7000,15.98,0.143784,5.547165,0
259,2590,0.00,6,0.7000,15.72,0.141492,5.562887,0
260,2600,0.00,6,0.7000,15.47,0.139185,5.578352,0
261,2610,0.00,6,0.7000,15.21,0.136865,5.593559,0
262,2620,0.00,6,0.7000,14.95,0.134531,5.608507,0
263,2630,0.00,6,0.7000,14.69,0.132183,5.623194,0
264,2640,0.00,6,0.7000,14.42,0.129822,5.637619,0
265,2650,0.00,6,0.7000,14.16,0.127448,5.651780,0
266,2660,0.00,6,0.7000,13.90,0.125062,5.665676,0
267,2670,0.00,6,0.7000,13.63,0.122662,5.679305,0
268,2680,0.00,6,0.7000,13.36,0.120251,5.692666,0
269,2690,0.00,6,0.7000,13.09,0.117828,5.705758,0
270,2700,0.00,6,0.7000,12.82,0.115393,5.718579,0
271,2710,0.00,6,0.7000,12.55,0.112946,5.731129,0
272,2720,0.00,6,0.7000,12.28,0.110488,5.743405,0
273,2730,0.00,6,0.7000,12.00,0.108019,5.755407,0
274,2740,0.00,6,0.7000,11.73,0.105539,5.767134,0
275,2750,0.00,6,0.7000,11.45,0.103048,5.778584,0
276,2760,0.00,6,0.7000,11.17,0.100548,5.789755,0
277,2770,0.00,6,0.7000,10.89,0.098037,5.800648,0
278,2780,0.00,6,0.7000,10.61,0.095516,5.811261,0
279,2790,0.00,6,0.7000,10.33,0.092986,5.821593,0
280,2800,0.00,6,0.7000,10.05,0.090447,5.831643,0
281,2810,0.00,6,0.7000,9.77,0.087898,5.841409,0
282,2820,0.00,6,0.7000,9.48,0.085341,5.850892,0
283,2830,0.00,6,0.7000,9.20,0.082775,5.860089,0
284,2840,0.00,6,0.7000,8.91,0.080201,5.869000,0
285,2850,0.00,6,0.7000,8.62,0.077619,5.877625,0
286,2860,0.00,6,0.7000,8.34,0.075029,5.885961,0
287,2870,0.00,6,0.7000,8.05,0.072432,5.894009,0
288,2880,0.00,6,0.7000,7.76,0.069827,5.901768,0
289,2890,0.00,6,0.7000,7.47,0.067216,5.909236,0
290,2900,0.00,6,0.7000,7.18,0.064597,5.916413,0
291,2910,0.00,6,0.7000,6.89,0.061973,5.923299,0
292,2920,0.00,6,0.7000,6.59,0.059342,5.929893,0
293,2930,0.00,6,0.7000,6.30,0.056705,5.936193,0
294,2940,0.00,6,0.7000,6.01,0.054062,5.942200,0
295,2950,0.00,6,0.7000,5.71,0.051414,5.947913,0
296,2960,0.00,6,0.7000,5.42,0.048761,5.953331,0
297,2970,0.00,6,0.7000,5.12,0.046103,5.958453,0
298,2980,0.00,6,0.7000,4.83,0.043440,5.963280,0
299,2990,0.00,6,0.7000,4.53,0.040773,5.967810,0
300,3000,0.00,6,0.7000,4.23,0.038102,5.972044,0
301,3010,0.00,6,0.7000,3.94,0.035428,5.975980,0
302,3020,0.00,6,0.7000,3.64,0.032749,5.979619,0
303,3030,0.00,6,0.7000,3.34,0.030068,5.982960,0
304,3040,0.00,6,0.7000,3.04,0.027383,5.986002,0
305,3050,0.00,6,0.7000,2.74,0.024695,5.988746,0
306,3060,0.00,6,0.7000,2.45,0.022006,5.991191,0
307,3070,0.00,6,0.7000,2.15,0.019314,5.993337,0
308,3080,0.00,6,0.7000,1.85,0.016620,5.995184,0
309,3090,0.00,6,0.7000,1.55,0.013924,5.996731,0
310,3100,0.00,6,0.7000,1.25,0.011227,5.997978,0
311,3110,0.00,6,0.7000,0.95,0.008529,5.998926,0
312,3120,0.00,6,0.7000,0.65,0.005830,5.999573,0
313,3130,0.00,6,0.7000,0.35,0.003130,5.999921,0
314,3140,0.00,6,0.7000,0.05,0.000430,5.999969,0
315,3150,0.00,6,0.7000,-0.25,-0.002270,5.999716,0
316,3160,0.00,6,0.7000,-0.55,-0.004970,5.999164,0
317,3170,0.00,6,0.7000,-0.85,-0.007669,5.998312,0
318,3180,0.00,6,0.7000,-1.15,-0.010367,5.997160,0
319,3190,0.00,6,0.7000,-1.45,-0.013065,5.995708,0
320,3200,0.00,6,0.7000,-1.75,-0.015761,5.993957,0
321,3210,0.00,6,0.7000,-2.05,-0.018456,5.991907,0
322,3220,0.00,6,0.7000,-2.35,-0.021148,5.989557,0
323,3230,0.00,6,0.7000,-2.65,-0.023839,5.986908,0
324,3240,0.00,6,0.7000,-2.95,-0.026527,5.983961,0
325,3250,0.00,6,0.7000,-3.25,-0.029213,5.980715,0
326,3260,0.00,6,0.7000,-3.54,-0.031895,5.977171,0
327,3270,0.00,6,0.7000,-3.84,-0.034575,5.973329,0
328,3280,0.00,6,0.7000,-4.14,-0.037251,5.969190,0
329,3290,0.00,6,0.7000,-4.44,-0.039923,5.964754,0
330,3300,0.00,6,0.7000,-4.73,-0.042591,5.960022,0
331,3310,0.00,6,0.7000,-5.03,-0.045255,5.954994,0
332,3320,0.00,6,0.7000,-5.32,-0.047915,5.949670,0
333,3330,0.00,6,0.7000,-5.62,-0.050570,5.944051,0
334,3340,0.00,6,0.7000,-5.91,-0.053219,5.938138,0
335,3350,0.00,6,0.7000,-6.21,-0.055864,5.931931,0
336,3360,0.00,6,0.7000,-6.50,-0.058502,5.925430,0
337,3370,0.00,6,0.7000,-6.79,-0.061135,5.918637,0
338,3380,0.00,6,0.7000,-7.08,-0.063762,5.911552,0
339,3390,0.00,6,0.7000,-7.38,-0.066382,5.904177,0
340,3400,0.00,6,0.7000,-7.67,-0.068996,5.896511,0
341,3410,0.00,6,0.7000,-7.96,-0.071603,5.888555,0
342,3420,0.00,6,0.7000,-8.24,-0.074203,5.880310,0
343,3430,0.00,6,0.7000,-8.53,-0.076795,5.871777,0
344,3440,0.00,6,0.7000,-8.82,-0.079380,5.862957,0
345,3450,0.00,6,0.7000,-9.11,-0.081956,5.853851,0
346,3460,0.00,6,0.7000,-9.39,-0.084525,5.844459,0
347,3470,0.00,6,0.7000,-9.68,-0.087085,5.834783,0
348,3480,0.00,6,0.7000,-9.96,-0.089636,5.824823,0
349,3490,0.00,6,0.7000,-10.24,-0.092178,5.814581,0
350,3500,0.00,6,0.7000,-10.52,-0.094711,5.804058,0
351,3510,0.00,6,0.7000,-10.80,-0.097235,5.793254,0
352,3520,0.00,6,0.7000,-11.08,-0.099749,5.782171,0
353,3530,0.00,6,0.7000,-11.36,-0.102253,5.770810,0
354,3540,0.00,6,0.7000,-11.64,-0.104747,5.759171,0
355,3550,0.00,6,0.7000,-11.91,-0.107230,5.747257,0
356,3560,0.00,6,0.7000,-12.19,-0.109703,5.735067,0
357,3570,0.00,6,0.7000,-12.46,-0.112164,5.722605,0
358,3580,0.00,6,0.7000,-12.73,-0.114614,5.709870,0
359,3590,0.00,6,0.7000,-13.01,-0.117053,5.696864,0
360,3600,0.00,6,0.7000,-13.28,-0.119480,5.683589,0
361,3610,0.00,6,0.7000,-13.54,-0.121896,5.670044,0
362,3620,0.00,6,0.7000,-13.81,-0.124299,5.656233,0
363,3630,0.00,6,0.7000,-14.08,-0.126689,5.642157,0
364,3640,0.00,6,0.7000,-14.34,-0.129067,5.627816,0
365,3650,0.00,6,0.7000,-14.60,-0.131432,5.613212,0
366,3660,0.00,6,0.7000,-14.86,-0.133784,5.598347,0
367,3670,0.00,6,0.7000,-15.12,-0.136123,5.583222,0
368,3680,0.00,6,0.7000,-15.38,-0.138448,5.567839,0
369,3690,0.00,6,0.7000,-15.64,-0.140759,5.552199,0
370,3700,0.00,6,0.7000,-15.90,-0.143056,5.536304,0
371,3710,0.00,6,0.7000,-16.15,-0.145338,5.520156,0
372,3720,0.00,6,0.7000,-16.40,-0.147607,5.503755,0
373,3730,0.00,6,0.7000,-16.65,-0.149860,5.487104,0
374,3740,0.00,6,0.7000,-16.90,-0.152098,5.470204,0
375,3750,0.00,6,0.7000,-17.15,-0.154322,5.453057,0
376,3760,0.00,6,0.7000,-17.39,-0.156529,5.435665,0
377,3770,0.00,6,0.7000,-17.64,-0.158721,5.418029,0
378,3780,0.00,6,0.7000,-17.88,-0.160898,5.400152,0
379,3790,0.00,6,0.7000,-18.12,-0.163058,5.382034,0
380,3800,0.00,6,0.7000,-18.36,-0.165202,5.363678,0
381,3810,0.00,6,0.7000,-18.59,-0.167329,5.345087,0
382,3820,0.00,6,0.7000,-18.83,-0.169440,5.326260,0
383,3830,0.00,6,0.7000,-19.06,-0.171533,5.307201,0
384,3840,0.00,6,0.7000,-19.29,-0.173610,5.287911,0
385,3850,0.00,6,0.7000,-19.52,-0.175669,5.268392,0
386,3860,0.00,6,0.7000,-19.75,-0.177710,5.248646,0
387,3870,0.00,6,0.7000,-19.97,-0.179734,5.228676,0
388,3880,0.00,6,0.7000,-20.19,-0.181740,5.208483,0
389,3890,0.00,6,0.7000,-20.41,-0.183728,5.188068,0
390,3900,0.00,6,0.7000,-20.63,-0.185697,5.167435,0
391,3910,0.00,6,0.7000,-20.85,-0.187648,5.146585,0
392,3920,0.00,6,0.7000,-21.06,-0.189580,5.125521,0
393,3930,0.00,6,0.7000,-21.28,-0.191492,5.104244,0
394,3940,0.00,6,0.7000,-21.49,-0.193386,5.082757,0
395,3950,0.00,6,0.7000,-21.70,-0.195261,5.061061,0
396,3960,0.00,6,0.7000,-21.90,-0.197116,5.039160,0
397,3970,0.00,6,0.7000,-22.11,-0.198951,5.017054,0
398,3980,0.00,6,0.7000,-22.31,-0.200766,4.994747,0
399,3990,0.00,6,0.7000,-22.51,-0.202562,4.972240,0
400,4000,0.00,6,0.7000,-22.70,-0.204337,4.949536,0
401,4010,0.00,6,0.7000,-22.90,-0.206091,4.926637,0
402,4020,0.00,6,0.7000,-23.09,-0.207825,4.903545,0
403,4030,0.00,6,0.7000,-23.28,-0.209538,4.880263,0
404,4040,0.00,6,0.7000,-23.47,-0.211231,4.856793,0
405,4050,0.00,6,0.7000,-23.66,-0.212902,4.833137,0
406,4060,0.00,6,0.7000,-23.84,-0.214552,4.809298,0
407,4070,0.00,6,0.7000,-24.02,-0.216180,4.785278,0
408,4080,0.00,6,0.7000,-24.20,-0.217787,4.761079,0
409,4090,0.00,6,0.7000,-24.37,-0.219372,4.736705,0
410,4100,0.00,6,0.7000,-24.55,-0.220935,4.712156,0
411,4110,0.00,6,0.7000,-24.72,-0.222476,4.687437,0
412,4120,0.00,6,0.7000,-24.89,-0.223994,4.662549,0
413,4130,0.00,6,0.7000,-25.05,-0.225491,4.637494,0
414,4140,0.00,6,0.7000,-25.22,-0.226965,4.612276,0
415,4150,0.00,6,0.7000,-25.38,-0.228416,4.586896,0
416,4160,0.00,6,0.7000,-25.54,-0.229844,4.561358,0
417,4170,0.00,6,0.7000,-25.69,-0.231249,4.535664,0
418,4180,0.00,6,0.7000,-25.85,-0.232631,4.509816,0
419,4190,0.00,6,0.7000,-26.00,-0.233990,4.483817,0
420,4200,0.00,6,0.7000,-26.15,-0.235325,4.457669,0
421,4210,0.00,6,0.7000,-26.29,-0.236637,4.431376,0
422,4220,0.00,6,0.7000,-26.44,-0.237926,4.404940,0
423,4230,0.00,6,0.7000,-26.58,-0.239190,4.378363,0
424,4240,0.00,6,0.7000,-26.71,-0.240431,4.351649,0
425,4250,0.00,6,0.7000,-26.85,-0.241647,4.324799,0
426,4260,0.00,6,0.7000,-26.98,-0.242839,4.297817,0
427,4270,0.00,6,0.7000,-27.11,-0.244007,4.270705,0
428,4280,0.00,6,0.7000,-27.24,-0.245151,4.243466,0
429,4290,0.00,6,0.7000,-27.36,-0.246270,4.216103,0
430,4300,0.00,6,0.7000,-27.48,-0.247365,4.188618,0
