sample,timestamp_ms,altitude_ft,phase,motor_pos,heading_error_deg,p_term,i_term,loiter_step
1147,11470,0.00,6,0.7000,-26.69,-0.240180,1.616157,2
1148,11480,0.00,6,0.7000,-26.55,-0.238935,1.589609,2
1149,11490,0.00,6,0.7000,-26.41,-0.237665,1.563201,2
1150,11500,0.00,6,0.7000,-26.26,-0.236372,1.536938,2
1151,11510,0.00,6,0.7000,-26.12,-0.235055,1.510821,2
1152,11520,0.00,6,0.7000,-25.97,-0.233715,1.484852,2
1153,11530,0.00,6,0.7000,-25.82,-0.232352,1.459035,2
1154,11540,0.00,6,0.7000,-25.66,-0.230965,1.433373,2
1155,11550,0.00,6,0.7000,-25.51,-0.229555,1.407866,2
1156,11560,0.00,6,0.7000,-25.35,-0.228122,1.382520,2
1157,11570,0.00,6,0.7000,-25.19,-0.226666,1.357334,2
1158,11580,0.00,6,0.7000,-25.02,-0.225188,1.332314,2
1159,11590,0.00,6,0.7000,-24.85,-0.223687,1.307460,2
1160,11600,0.00,6,0.7000,-24.68,-0.222164,1.282775,2
1161,11610,0.00,6,0.7000,-24.51,-0.220618,1.258262,2
1162,11620,0.00,6,0.7000,-24.34,-0.219051,1.233923,2
1163,11630,0.00,6,0.7000,-24.16,-0.217461,1.209760,2
1164,11640,0.00,6,0.7000,-23.98,-0.215850,1.185777,2
1165,11650,0.00,6,0.7000,-23.80,-0.214217,1.161975,2
1166,11660,0.00,6,0.7000,-23.62,-0.212563,1.138357,2
1167,11670,0.00,6,0.7000,-23.43,-0.210888,1.114925,2
1168,11680,0.00,6,0.7000,-23.24,-0.209191,1.091681,2
1169,11690,0.00,6,0.7000,-23.05,-0.207474,1.068629,2
1170,11700,0.00,6,0.7000,-22.86,-0.205736,1.045769,2
1171,11710,0.00,6,0.7000,-22.66,-0.203977,1.023105,2
1172,11720,0.00,6,0.7000,-22.47,-0.202198,1.000639,2
1173,11730,0.00,6,0.7000,-22.27,-0.200398,0.978372,2
1174,11740,0.00,6,0.7000,-22.06,-0.198579,0.956308,2
1175,11750,0.00,6,0.7000,-21.86,-0.196740,0.934448,2
1176,11760,0.00,6,0.7000,-21.65,-0.194881,0.912795,2
1177,11770,0.00,6,0.7000,-21.44,-0.193002,0.891350,2
1178,11780,0.00,6,0.7000,-21.23,-0.191104,0.870116,2
1179,11790,0.00,6,0.7000,-21.02,-0.189188,0.849095,2
1180,11800,0.00,6,0.7000,-20.81,-0.187252,0.828289,2
1181,11810,0.00,6,0.7000,-20.59,-0.185297,0.807701,2
1182,11820,0.00,6,0.7000,-20.37,-0.183324,0.787331,2
1183,11830,0.00,6,0.7000,-20.15,-0.181333,0.767183,2
1184,11840,0.00,6,0.7000,-19.92,-0.179323,0.747259,2
1185,11850,0.00,6,0.7000,-19.70,-0.177296,0.727559,2
1186,11860,0.00,6,0.7000,-19.47,-0.175251,0.708087,2
1187,11870,0.00,6,0.7000,-19.24,-0.173188,0.688844,2
1188,11880,0.00,6,0.7000,-19.01,-0.171108,0.669832,2
1189,11890,0.00,6,0.7000,-18.78,-0.169011,0.651053,2
1190,11900,0.00,6,0.7000,-18.54,-0.166897,0.632508,2
1191,11910,0.00,6,0.7000,-18.31,-0.164766,0.614201,2
1192,11920,0.00,6,0.7000,-18.07,-0.162619,0.596132,2
1193,11930,0.00,6,0.7000,-17.83,-0.160456,0.578304,2
1194,11940,0.00,6,0.7000,-17.59,-0.158276,0.560718,2
1195,11950,0.00,6,0.7000,-17.34,-0.156081,0.543375,2
1196,11960,0.00,6,0.7000,-17.10,-0.153870,0.526279,2
1197,11970,0.00,6,0.7000,-16.85,-0.151644,0.509429,2
1198,11980,0.00,6,0.7000,-16.60,-0.149402,0.492829,2
1199,11990,0.00,6,0.7000,-16.35,-0.147146,0.476480,2
1200,12000,0.00,6,0.7000,-16.10,-0.144875,0.460382,2
1201,12010,0.00,6,0.7000,-15.84,-0.142589,0.444539,2
1202,12020,0.00,6,0.7000,-15.59,-0.140289,0.428951,2
1203,12030,0.00,6,0.7000,-15.33,-0.137975,0.413621,2
1204,12040,0.00,6,0.7000,-15.07,-0.135648,0.398549,2
1205,12050,0.00,6,0.7000,-14.81,-0.133306,0.383737,2
1206,12060,0.00,6,0.7000,-14.55,-0.130952,0.369187,2
1207,12070,0.00,6,0.7000,-14.29,-0.128584,0.354900,2
1208,12080,0.00,6,0.7000,-14.02,-0.126204,0.340877,2
1209,12090,0.00,6,0.7000,-13.76,-0.123810,0.327120,2
1210,12100,0.00,6,0.6922,-13.49,-0.121405,0.313631,2
1211,12110,0.00,6,0.6814,-13.22,-0.118987,0.300410,2
1212,12120,0.00,6,0.6709,-12.95,-0.116558,0.287459,2
1213,12130,0.00,6,0.6607,-12.68,-0.114116,0.274780,2
1214,12140,0.00,6,0.6507,-12.41,-0.111664,0.262373,2
1215,12150,0.00,6,0.6410,-12.13,-0.109200,0.250239,2
1216,12160,0.00,6,0.6317,-11.86,-0.106725,0.238381,2
1217,12170,0.00,6,0.6226,-11.58,-0.104240,0.226799,2
1218,12180,0.00,6,0.6138,-11.30,-0.101744,0.215494,2
1219,12190,0.00,6,0.6052,-11.03,-0.099238,0.204468,2
1220,12200,0.00,6,0.5970,-10.75,-0.096722,0.193721,2
1221,12210,0.78,5,0.5891,-10.47,-0.094196,0.183254,2
1222,12220,1.81,5,0.5814,-10.18,-0.091661,0.173070,2
1223,12230,2.38,5,0.5741,-9.90,-0.089117,0.163168,2
1224,12240,3.67,5,0.5670,-9.62,-0.086564,0.153550,2
1225,12250,4.94,5,0.5602,-9.33,-0.084002,0.144216,2
1226,12260,7.00,5,0.5537,-9.05,-0.081432,0.135168,2
1227,12270,8.40,5,0.5476,-8.76,-0.078854,0.126407,2
1228,12280,10.58,5,0.5417,-8.47,-0.076268,0.117932,2
1229,12290,12.32,5,0.5361,-8.19,-0.073674,0.109746,2
1230,12300,14.08,5,0.5308,-7.90,-0.071073,0.101850,2
1231,12310,17.04,5,0.5258,-7.61,-0.068464,0.094242,2
1232,12320,18.95,5,0.5211,-7.32,-0.065849,0.086926,2
1233,12330,22.45,5,0.5167,-7.03,-0.063227,0.079901,2
1234,12340,25.03,5,0.5126,-6.73,-0.060599,0.073167,2
1235,12350,28.95,5,0.5088,-6.44,-0.057965,0.066727,2
1236,12360,31.62,5,0.5053,-6.15,-0.055325,0.060579,2
1237,12370,36.27,5,0.5020,-5.85,-0.052680,0.054726,2
1238,12380,39.61,5,0.4991,-5.56,-0.050029,0.049167,2
1239,12390,44.94,5,0.4965,-5.26,-0.047373,0.043904,2
1240,12400,48.79,5,0.4942,-4.97,-0.044713,0.038935,2
1241,12410,54.75,5,0.4922,-4.67,-0.042048,0.034263,2
1242,12420,58.86,5,0.4905,-4.38,-0.039379,0.029888,2
1243,12430,65.11,5,0.4891,-4.08,-0.036706,0.025810,2
1244,12440,69.52,5,0.4880,-3.78,-0.034029,0.022028,2
1245,12450,76.28,5,0.4872,-3.48,-0.031349,0.018545,2
1246,12460,80.92,5,0.4867,-3.19,-0.028666,0.015360,2
1247,12470,88.40,5,0.4865,-2.89,-0.025980,0.012473,2
1248,12480,93.47,5,0.4866,-2.59,-0.023291,0.009886,2
1249,12490,101.38,4,0.4870,-2.29,-0.020600,0.007597,2
1250,12500,106.73,4,0.4877,-1.99,-0.017907,0.005607,2
1251,12510,114.86,4,0.4887,-1.69,-0.015212,0.003917,2
1252,12520,120.40,4,0.4900,-1.39,-0.012515,0.002526,2
1253,12530,128.83,4,0.4916,-1.09,-0.009818,0.001435,2
1254,12540,134.73,4,0.4935,-0.79,-0.007119,0.000644,2
1255,12550,144.26,4,0.4957,-0.49,-0.004420,0.000153,2
1256,12560,150.81,4,0.4982,-0.19,-0.001720,-0.000038,2
1257,12570,160.89,4,0.5011,0.11,0.000980,0.000071,2
1258,12580,168.01,4,0.5042,0.41,0.003680,0.000480,2
1259,12590,179.36,4,0.5076,0.71,0.006379,0.001189,2
1260,12600,187.38,4,0.5113,1.01,0.009078,0.002197,2
1261,12610,199.36,4,0.5153,1.31,0.011776,0.003506,2
1262,12620,207.50,4,0.5196,1.61,0.014473,0.005114,2
1263,12630,219.19,4,0.5242,1.91,0.017168,0.007021,2
1264,12640,226.75,4,0.5291,2.21,0.019862,0.009228,2
1265,12650,238.50,4,0.5343,2.51,0.022554,0.011734,2
1266,12660,246.65,4,0.5398,2.80,0.025243,0.014539,2
1267,12670,259.31,4,0.5456,3.10,0.027930,0.017642,2
1268,12680,267.44,4,0.5517,3.40,0.030614,0.021044,2
1269,12690,275.68,4,0.5580,3.70,0.033295,0.024743,2
1270,12700,288.32,4,0.5647,4.00,0.035973,0.028740,2
1271,12710,296.20,4,0.5717,4.29,0.038647,0.033034,2
1272,12720,307.63,3,0.5789,4.59,0.041317,0.037625,2
1273,12730,315.27,3,0.5865,4.89,0.043983,0.042512,2
1274,12740,327.63,3,0.5943,5.18,0.046645,0.047695,2
1275,12750,336.26,3,0.6025,5.48,0.049302,0.053173,2
1276,12760,348.96,3,0.6109,5.77,0.051954,0.058946,2
1277,12770,357.26,3,0.6196,6.07,0.054601,0.065012,2
1278,12780,369.24,3,0.6286,6.36,0.057242,0.071373,2
1279,12790,376.88,3,0.6379,6.65,0.059878,0.078026,2
1280,12800,388.04,3,0.6475,6.95,0.062508,0.084971,2
1281,12810,395.51,3,0.6573,7.24,0.065131,0.092208,2
1282,12820,406.92,3,0.6675,7.53,0.067748,0.099735,2
1283,12830,414.35,3,0.6779,7.82,0.070358,0.107553,2
1284,12840,424.94,3,0.6886,8.11,0.072961,0.115660,2
1285,12850,432.26,3,0.6996,8.40,0.075557,0.124055,2
1286,12860,443.40,3,0.7000,8.68,0.078146,0.132738,2
1287,12870,451.13,3,0.7000,8.97,0.080726,0.141707,2
1288,12880,462.23,3,0.7000,9.26,0.083299,0.150963,2
1289,12890,469.68,3,0.7000,9.54,0.085863,0.160503,2
1290,12900,480.82,3,0.7000,9.82,0.088418,0.170327,2
1291,12910,488.35,3,0.7000,10.11,0.090965,0.180435,2
1292,12920,499.11,3,0.7000,10.39,0.093502,0.190824,2
1293,12930,505.81,3,0.7000,10.67,0.096031,0.201494,2
1294,12940,516.16,3,0.7000,10.95,0.098549,0.212444,2
1295,12950,523.18,3,0.7000,11.23,0.101058,0.223672,2
1296,12960,533.89,3,0.7000,11.51,0.103557,0.235179,2
1297,12970,541.02,3,0.7000,11.78,0.106045,0.246961,2
1298,12980,552.02,3,0.7000,12.06,0.108522,0.259019,2
1299,12990,559.27,3,0.7000,12.33,0.110989,0.271352,2
1300,13000,570.12,3,0.7000,12.61,0.113445,0.283957,2
1301,13010,576.89,3,0.7000,12.88,0.115890,0.296833,2
1302,13020,583.49,3,0.7000,13.15,0.118322,0.309980,2
1303,13030,593.35,3,0.7000,13.42,0.120743,0.323396,2
1304,13040,599.92,3,0.7000,13.68,0.123152,0.337080,2
1305,13050,610.45,2,0.7000,13.95,0.125549,0.351030,2
1306,13060,617.35,2,0.7000,14.21,0.127933,0.365244,2
1307,13070,627.57,2,0.7000,14.48,0.130304,0.379722,2
1308,13080,634.03,2,0.7000,14.74,0.132662,0.394463,2
1309,13090,643.67,2,0.7000,15.00,0.135007,0.409464,2
1310,13100,650.33,2,0.7000,15.26,0.137339,0.424723,2
1311,13110,659.99,2,0.7000,15.52,0.139656,0.440241,2
1312,13120,666.65,2,0.7000,15.77,0.141960,0.456014,2
1313,13130,676.66,2,0.7000,16.03,0.144250,0.472042,2
1314,13140,683.32,2,0.7000,16.28,0.146525,0.488322,2
1315,13150,693.25,2,0.7000,16.53,0.148785,0.504854,2
1316,13160,699.84,2,0.7000,16.78,0.151031,0.521635,2
1317,13170,709.31,2,0.7000,17.03,0.153261,0.538664,2
1318,13180,715.57,2,0.7000,17.28,0.155476,0.555939,2
1319,13190,724.77,2,0.7000,17.52,0.157676,0.573459,2
1320,13200,731.12,2,0.7000,17.76,0.159860,0.591221,2
1321,13210,740.72,2,0.7000,18.00,0.162028,0.609224,2
1322,13220,747.05,2,0.7000,18.24,0.164179,0.627466,2
1323,13230,756.21,2,0.7000,18.48,0.166314,0.645946,2
1324,13240,762.12,2,0.7000,18.71,0.168433,0.664661,2
1325,13250,771.02,2,0.7000,18.95,0.170535,0.683609,2
1326,13260,777.10,2,0.7000,19.18,0.172620,0.702789,2
1327,13270,786.56,2,0.7000,19.41,0.174687,0.722199,2
1328,13280,792.89,2,0.7000,19.64,0.176737,0.741836,2
1329,13290,802.30,2,0.7000,19.86,0.178769,0.761699,2
1330,13300,807.98,2,0.7000,20.09,0.180784,0.781787,2
1331,13310,816.36,2,0.7000,20.31,0.182780,0.802095,2
1332,13320,821.95,2,0.7000,20.53,0.184758,0.822624,2
1333,13330,830.61,2,0.7000,20.75,0.186718,0.843370,2
1334,13340,836.39,2,0.7000,20.96,0.188659,0.864333,2
1335,13350,842.13,2,0.7000,21.18,0.190581,0.885508,2
1336,13360,850.90,2,0.7000,21.39,0.192484,0.906895,2
1337,13370,856.58,2,0.7000,21.60,0.194368,0.928492,2
1338,13380,864.91,2,0.7000,21.80,0.196232,0.950295,2
1339,13390,870.55,2,0.7000,22.01,0.198077,0.972304,2
1340,13400,879.13,2,0.7000,22.21,0.199901,0.994515,2
1341,13410,884.85,2,0.7000,22.41,0.201706,1.016927,2
1342,13420,893.39,2,0.7000,22.61,0.203491,1.039537,2
1343,13430,899.12,2,0.7000,22.81,0.205256,1.062343,2
1344,13440,907.59,2,0.7000,23.00,0.206999,1.085343,2
1345,13450,913.24,2,0.7000,23.19,0.208722,1.108534,2
1346,13460,922.00,2,0.7000,23.38,0.210425,1.131915,2
1347,13470,927.51,2,0.7000,23.57,0.212106,1.155482,2
1348,13480,935.59,2,0.7000,23.75,0.213766,1.179234,2
1349,13490,940.91,2,0.7000,23.93,0.215405,1.203168,2
1350,13500,948.84,2,0.7000,24.11,0.217022,1.227281,2
1351,13510,953.93,2,0.7000,24.29,0.218617,1.251572,2
1352,13520,961.75,2,0.7000,24.47,0.220191,1.276038,2
1353,13530,967.04,2,0.7000,24.64,0.221742,1.300676,2
1354,13540,974.94,2,0.7000,24.81,0.223272,1.325484,2
1355,13550,980.08,2,0.7000,24.98,0.224779,1.350459,2
1356,13560,987.80,2,0.7000,25.14,0.226263,1.375600,2
1357,13570,992.87,2,0.7000,25.30,0.227725,1.400902,2
1358,13580,1000.39,1,0.7000,25.46,0.229164,1.426365,2
1359,13590,1005.39,1,0.7000,25.62,0.230581,1.451985,2
1360,13600,1013.13,1,0.7000,25.77,0.231974,1.477760,2
1361,13610,1018.20,1,0.7000,25.93,0.233344,1.503687,2
1362,13620,1025.90,1,0.7000,26.08,0.234690,1.529764,2
1363,13630,1030.75,1,0.7000,26.22,0.236013,1.555988,2
1364,13640,1038.44,1,0.7000,26.37,0.237313,1.582356,2
1365,13650,1043.24,1,0.7000,26.51,0.238589,1.608866,2
1366,13660,1048.12,1,0.7000,26.65,0.239841,1.635515,2
1367,13670,1055.33,1,0.7000,26.79,0.241069,1.662300,2
1368,13680,1062.60,1,0.7000,26.92,0.242273,1.689219,2
1369,13690,1067.71,1,0.7000,27.05,0.243452,1.716270,2
1370,13700,1072.56,1,0.7000,27.18,0.244608,1.743448,2
1371,13710,1079.75,1,0.7000,27.30,0.245739,1.770753,2
1372,13720,1084.59,1,0.7000,27.43,0.246845,1.798180,2
1373,13730,1091.66,1,0.7000,27.55,0.247926,1.825727,2
1374,13740,1096.37,1,0.7000,27.66,0.248983,1.853392,2
1375,13750,1103.49,1,0.7000,27.78,0.250015,1.881171,2
1376,13760,1108.40,1,0.7000,27.89,0.251022,1.909063,2
1377,13770,1115.13,1,0.7000,28.00,0.252004,1.937063,2
1378,13780,1119.77,1,0.7000,28.11,0.252961,1.965170,2
1379,13790,1126.50,1,0.7000,28.21,0.253892,1.993380,2
1380,13800,1131.12,1,0.7000,28.31,0.254798,2.021691,2
1381,13810,1137.93,1,0.7000,28.41,0.255678,2.050100,2
1382,13820,1142.03,1,0.7000,28.50,0.256533,2.078603,2
1383,13830,1148.56,1,0.7000,28.60,0.257362,2.107199,2
1384,13840,1152.90,1,0.7000,28.69,0.258166,2.135884,2
1385,13850,1159.68,1,0.7000,28.77,0.258944,2.164656,2
1386,13860,1164.19,1,0.7000,28.86,0.259695,2.193511,2
1387,13870,1170.62,1,0.7000,28.94,0.260421,2.222446,2
1388,13880,1174.88,1,0.7000,29.01,0.261121,2.251460,2
1389,13890,1181.22,1,0.7000,29.09,0.261795,2.280548,2
1390,13900,1185.34,1,0.7000,29.16,0.262442,2.309708,2
1391,13910,1191.56,1,0.7000,29.23,0.263063,2.338938,2
1392,13920,1195.77,1,0.7000,29.30,0.263658,2.368233,2
1393,13930,1202.28,1,0.7000,29.36,0.264227,2.397592,2
1394,13940,1206.53,1,0.7000,29.42,0.264769,2.427010,2
1395,13950,1212.91,1,0.7000,29.48,0.265285,2.456486,2
1396,13960,1217.06,1,0.7000,29.53,0.265774,2.486017,2
1397,13970,1223.47,1,0.7000,29.58,0.266236,2.515599,2
1398,13980,1227.69,1,0.7000,29.63,0.266672,2.545229,2
1399,13990,1233.81,1,0.7000,29.68,0.267081,2.574905,2
1400,14000,1237.79,1,0.7000,29.72,0.267464,2.604623,2
1401,14010,1243.56,1,0.7000,29.76,0.267820,2.634381,2
1402,14020,1247.52,1,0.7000,29.79,0.268149,2.664175,2
1403,14030,1253.46,1,0.7000,29.83,0.268451,2.694003,2
1404,14040,1257.54,1,0.7000,29.86,0.268726,2.723861,2
1405,14050,1261.45,1,0.7000,29.89,0.268975,2.753747,2
1406,14060,1267.20,1,0.7000,29.91,0.269196,2.783658,2
1407,14070,1270.99,1,0.7000,29.93,0.269391,2.813590,2
1408,14080,1276.54,1,0.7000,29.95,0.269559,2.843541,2
1409,14090,1280.19,1,0.7000,29.97,0.269700,2.873508,2
1410,14100,1285.66,1,0.7000,29.98,0.269814,2.903487,2
1411,14110,1289.34,1,0.7000,29.99,0.269900,2.933476,2
1412,14120,1295.18,1,0.7000,30.00,0.269960,2.963472,2
1413,14130,1299.00,1,0.7000,30.00,0.269993,2.993471,2
1414,14140,1304.71,1,0.7000,30.00,0.269999,3.023471,2
1415,14150,1308.31,1,0.7000,30.00,0.269978,3.053469,2
1416,14160,1313.68,1,0.7000,29.99,0.269930,3.083461,2
1417,14170,1317.10,1,0.7000,29.98,0.269854,3.113445,2
1418,14180,1322.39,1,0.7000,29.97,0.269752,3.143417,2
1419,14190,1325.90,1,0.7000,29.96,0.269623,3.173375,2
1420,14200,1331.04,1,0.7000,29.94,0.269467,3.203316,2
1421,14210,1334.47,1,0.7000,29.92,0.269284,3.233237,2
1422,14220,1339.69,1,0.7000,29.90,0.269074,3.263134,2
1423,14230,1343.14,1,0.7000,29.87,0.268837,3.293005,2
1424,14240,1348.42,1,0.7000,29.84,0.268574,3.322846,2
1425,14250,1351.79,1,0.7000,29.81,0.268283,3.352655,2
1426,14260,1356.73,1,0.7000,29.77,0.267966,3.382429,2
1427,14270,1359.98,1,0.7000,29.74,0.267621,3.412165,2
1428,14280,1365.02,1,0.7000,29.69,0.267251,3.441860,2
1429,14290,1368.28,1,0.7000,29.65,0.266853,3.471510,2
1430,14300,1373.19,1,0.7000,29.60,0.266428,3.501113,2
1431,14310,1376.38,1,0.7000,29.55,0.265977,3.530666,2
1432,14320,1381.17,1,0.7000,29.50,0.265500,3.560166,2
1433,14330,1384.25,1,0.7000,29.44,0.264996,3.589610,2
1434,14340,1389.11,1,0.7000,29.38,0.264465,3.618995,2
1435,14350,1392.37,1,0.7000,29.32,0.263908,3.648318,2
1436,14360,1397.27,1,0.7000,29.26,0.263324,3.677577,2
1437,14370,1400.44,1,0.7000,29.19,0.262714,3.706767,2
1438,14380,1405.26,1,0.7000,29.12,0.262078,3.735887,2
1439,14390,1408.26,1,0.7000,29.05,0.261416,3.764933,2
1440,14400,1411.32,1,0.7000,28.97,0.260728,3.793903,2
1441,14410,1415.92,1,0.7000,28.89,0.260013,3.822793,2
1442,14420,1419.06,1,0.7000,28.81,0.259273,3.851601,2
1443,14430,1423.36,1,0.7000,28.72,0.258506,3.880324,2
1444,14440,1427.65,1,0.7000,28.63,0.257714,3.908959,2
1445,14450,1430.41,1,0.7000,28.54,0.256896,3.937503,2
1446,14460,1434.63,1,0.7000,28.45,0.256052,3.965953,2
1447,14470,1437.46,1,0.7000,28.35,0.255183,3.994307,2
1448,14480,1441.79,1,0.7000,28.25,0.254288,4.022561,2
1449,14490,1444.75,1,0.7000,28.15,0.253367,4.050713,2
1450,14500,1447.56,1,0.7000,28.05,0.252422,4.078760,2
1451,14510,1451.64,1,0.7000,27.94,0.251451,4.106699,2
1452,14520,1454.27,1,0.7000,27.83,0.250455,4.134527,2
1453,14530,1458.36,1,0.7000,27.71,0.249434,4.162242,2
1454,14540,1461.09,1,0.7000,27.60,0.248388,4.189841,2
1455,14550,1465.04,1,0.7000,27.48,0.247317,4.217320,2
1456,14560,1467.67,1,0.7000,27.36,0.246221,4.244678,2
1457,14570,1471.63,1,0.7000,27.23,0.245101,4.271912,2
1458,14580,1474.17,1,0.7000,27.11,0.243956,4.299018,2
1459,14590,1477.95,1,0.7000,26.98,0.242787,4.325994,2
1460,14600,1480.52,1,0.7000,26.84,0.241594,4.352838,2
1461,14610,1484.34,1,0.7000,26.71,0.240376,4.379547,2
1462,14620,1486.92,1,0.7000,26.57,0.239134,4.406117,2
1463,14630,1490.73,1,0.7000,26.43,0.237869,4.432547,2
1464,14640,1493.25,1,0.7000,26.29,0.236580,4.458833,2
1465,14650,1497.00,1,0.7000,26.14,0.235267,4.484974,2
1466,14660,1499.40,1,0.7000,25.99,0.233930,4.510966,2
1467,14670,1502.99,1,0.7000,25.84,0.232570,4.536808,2
1468,14680,1505.27,1,0.7000,25.69,0.231187,4.562495,2
1469,14690,1508.86,1,0.7000,25.53,0.229781,4.588026,2
1470,14700,1511.05,1,0.7000,25.37,0.228352,4.613399,2
1471,14710,1514.48,1,0.7000,25.21,0.226900,4.638609,2
1472,14720,1516.64,1,0.7000,25.05,0.225425,4.663657,2
1473,14730,1520.07,1,0.7000,24.88,0.223928,4.688538,2
1474,14740,1522.28,1,0.7000,24.71,0.222408,4.713250,2
1475,14750,1525.43,1,0.7000,24.54,0.220866,4.737790,2
1476,14760,1527.58,1,0.7000,24.37,0.219302,4.762157,2
1477,14770,1530.74,1,0.7000,24.19,0.217716,4.786347,2
1478,14780,1532.93,1,0.7000,24.01,0.216108,4.810359,2
1479,14790,1536.19,1,0.7000,23.83,0.214479,4.834190,2
1480,14800,1538.47,1,0.7000,23.65,0.212828,4.857838,2
1481,14810,1541.73,1,0.7000,23.46,0.211156,4.881300,2
1482,14820,1543.75,1,0.7000,23.27,0.209463,4.904573,2
1483,14830,1546.94,1,0.7000,23.08,0.207749,4.927657,2
1484,14840,1548.83,1,0.7000,22.89,0.206014,4.950547,2
1485,14850,1551.73,1,0.7000,22.70,0.204258,4.973243,2
1486,14860,1553.78,1,0.7000,22.50,0.202482,4.995741,2
1487,14870,1556.60,1,0.7000,22.30,0.200686,5.018039,2
1488,14880,1558.53,1,0.7000,22.10,0.198870,5.040136,2
1489,14890,1561.42,1,0.7000,21.89,0.197034,5.062028,2
1490,14900,1563.30,1,0.7000,21.69,0.195178,5.083715,2
1491,14910,1565.18,1,0.7000,21.48,0.193303,5.105193,2
1492,14920,1567.85,1,0.7000,21.27,0.191408,5.126461,2
1493,14930,1569.66,1,0.7000,21.05,0.189494,5.147515,2
1494,14940,1572.09,1,0.7000,20.84,0.187561,5.168355,2
1495,14950,1573.91,1,0.7000,20.62,0.185610,5.188979,2
1496,14960,1576.49,1,0.7000,20.40,0.183640,5.209383,2
1497,14970,1578.16,1,0.7000,20.18,0.181651,5.229567,2
1498,14980,1580.60,1,0.7000,19.96,0.179645,5.249527,2
1499,14990,1583.18,1,0.7000,19.74,0.177620,5.269262,2
1500,15000,1585.73,1,0.7000,19.51,0.175578,5.288771,2
1501,15010,1587.56,1,0.7000,19.28,0.173518,5.308051,2
1502,15020,1590.15,1,0.7000,19.05,0.171440,5.327100,2
1503,15030,1591.63,1,0.7000,18.82,0.169346,5.345917,2
1504,15040,1593.97,1,0.7000,18.58,0.167235,5.364499,2
1505,15050,1595.54,1,0.7000,18.35,0.165107,5.382844,2
1506,15060,1596.96,1,0.7000,18.11,0.162962,5.400951,2
1507,15070,1599.13,1,0.7000,17.87,0.160801,5.418818,2
1508,15080,1600.44,1,0.7000,17.62,0.158624,5.436442,2
1509,15090,1602.73,1,0.7000,17.38,0.156432,5.453824,2
1510,15100,1603.97,1,0.7000,17.14,0.154223,5.470960,2
1511,15110,1606.06,1,0.7000,16.89,0.151999,5.487848,2
1512,15120,1607.53,1,0.7000,16.64,0.149760,5.504488,2
1513,15130,1609.49,1,0.7000,16.39,0.147506,5.520878,2
1514,15140,1610.68,1,0.7000,16.14,0.145237,5.537015,2
1515,15150,1612.93,1,0.7000,15.88,0.142954,5.552899,2
1516,15160,1614.31,1,0.7000,15.63,0.140656,5.568528,2
1517,15170,1616.00,1,0.7000,15.37,0.138345,5.583899,2
1518,15180,1617.16,1,0.7000,15.11,0.136019,5.599013,2
1519,15190,1619.00,1,0.7000,14.85,0.133680,5.613866,2
1520,15200,1620.42,1,0.7000,14.59,0.131328,5.628458,2
1521,15210,1622.26,1,0.7000,14.33,0.128962,5.642787,2
1522,15220,1623.50,1,0.7000,14.06,0.126583,5.656852,2
1523,15230,1624.90,1,0.7000,13.80,0.124192,5.670651,2
1524,15240,1625.94,1,0.7000,13.53,0.121789,5.684184,2
1525,15250,1627.36,1,0.7000,13.26,0.119373,5.697447,2
1526,15260,1628.51,1,0.7000,12.99,0.116945,5.710441,2
1527,15270,1630.10,1,0.7000,12.72,0.114506,5.723164,2
1528,15280,1631.03,1,0.7000,12.45,0.112055,5.735615,2
1529,15290,1632.46,1,0.7000,12.18,0.109593,5.747792,2
1530,15300,1633.56,1,0.7000,11.90,0.107120,5.759694,2
1531,15310,1634.77,1,0.7000,11.63,0.104636,5.771320,2
1532,15320,1635.68,1,0.7000,11.35,0.102142,5.782670,2
1533,15330,1637.41,1,0.7000,11.07,0.099638,5.793740,2
1534,15340,1638.45,1,0.7000,10.79,0.097123,5.804532,2
1535,15350,1639.75,1,0.7000,10.51,0.094599,5.815042,2
1536,15360,1640.57,1,0.7000,10.23,0.092066,5.825272,2
1537,15370,1641.80,1,0.7000,9.95,0.089523,5.835219,2
1538,15380,1642.68,1,0.7000,9.66,0.086971,5.844882,2
1539,15390,1643.86,1,0.7000,9.38,0.084411,5.854261,2
1540,15400,1644.71,1,0.7000,9.09,0.081842,5.863355,2
1541,15410,1645.83,1,0.7000,8.81,0.079265,5.872162,2
1542,15420,1646.61,1,0.7000,8.52,0.076680,5.880682,2
1543,15430,1647.26,1,0.7000,8.23,0.074087,5.888915,2
1544,15440,1648.23,1,0.7000,7.94,0.071487,5.896858,2
1545,15450,1648.86,1,0.7000,7.65,0.068880,5.904511,2
1546,15460,1649.82,1,0.7000,7.36,0.066266,5.911874,2
1547,15470,1650.49,1,0.7000,7.07,0.063645,5.918945,2
1548,15480,1651.25,1,0.7000,6.78,0.061018,5.925725,2
1549,15490,1651.91,1,0.7000,6.49,0.058385,5.932212,2
1550,15500,1652.83,1,0.7000,6.19,0.055746,5.938406,2
1551,15510,1653.39,1,0.7000,5.90,0.053102,5.944307,2
1552,15520,1654.06,1,0.7000,5.61,0.050452,5.949913,2
1553,15530,1654.47,1,0.7000,5.31,0.047797,5.955223,2
1554,15540,1655.12,1,0.7000,5.02,0.045137,5.960238,2
1555,15550,1655.75,1,0.7000,4.72,0.042473,5.964958,2
1556,15560,1656.37,1,0.7000,4.42,0.039804,5.969380,2
